"from_id","from_name","message","created_time","type","link","id","likes_count","comments_count","shares_count"
"149331805154700","Tom Mulcair","LISEZ et PARTAGEZ : Ce qu’on dit du passage de Tom à l’émission Tout le monde en parle hier. #Ensemble2015","2015-10-05T18:36:55+0000","photo","https://www.facebook.com/TomMulcair/photos/a.187109341376946.48540.149331805154700/894619833959223/?type=3","149331805154700_894619833959223",406,45,143
"149331805154700","Tom Mulcair","The NDP will help us tell our stories - by protecting public broadcasting & supporting Canadian content.","2015-10-05T17:54:50+0000","photo","https://www.facebook.com/TomMulcair/photos/a.187109341376946.48540.149331805154700/894605603960646/?type=3","149331805154700_894605603960646",949,74,1166
"149331805154700","Tom Mulcair","Le NPD protègera notre histoire et notre culture en assurant la survie du diffuseur public et du contenu canadien.","2015-10-05T17:54:12+0000","photo","https://www.facebook.com/TomMulcair/photos/a.187109341376946.48540.149331805154700/894605373960669/?type=3","149331805154700_894605373960669",100,6,64
"149331805154700","Tom Mulcair","“In this election, we have the chance to do something amazing. Together, we can do this.” —Gordon Pinsent #Ready4Change","2015-10-05T15:55:23+0000","video","https://www.facebook.com/TomMulcair/videos/894565907297949/","149331805154700_894565907297949",1717,261,2770
"149331805154700","Tom Mulcair","The Trans-Pacific Partnership is a new trade deal that Stephen Harper has negotiated in secret. It could put thousands of good-paying jobs at risk. Send Harper a message:","2015-10-05T14:23:59+0000","link","http://www.ndp.ca/tpp","149331805154700_894536273967579",180,71,80
"149331805154700","Tom Mulcair","Stephen Harper a négocié le Partenariat transpacifique en catimini. Cet accord pourrait mettre en péril des milliers d’emplois bien rémunérés. Envoyez un message à Stephen Harper :","2015-10-05T14:22:59+0000","link","http://www.npd.ca/ptp","149331805154700_894535853967621",126,36,51
"149331805154700","Tom Mulcair",NA,"2015-10-05T09:04:31+0000","photo","https://www.facebook.com/TomMulcair/photos/a.348310831923462.84295.149331805154700/894444993976707/?type=3","149331805154700_894445037310036",308,55,35
"149331805154700","Tom Mulcair","The energetic crowds in Sarnia & Essex point to one thing: change to stop Harper starts here in Southwestern Ontario. #Ready4Change","2015-10-05T01:48:50+0000","photo","https://www.facebook.com/TomMulcair/photos/a.187109341376946.48540.149331805154700/894341430653730/?type=3","149331805154700_894342130653660",962,71,170
"149331805154700","Tom Mulcair","On October 19th, change means electing a prime minister who is focused on families and the middle class. #Ready4Change","2015-10-05T00:27:52+0000","video","https://www.facebook.com/TomMulcair/videos/893503127404227/","149331805154700_894313763989830",687,67,0
"149331805154700","Tom Mulcair","La vague orange prend de l’ampleur et maintenant il faut compléter le travail. #Ensemble2015","2015-10-05T00:27:12+0000","video","https://www.facebook.com/TomMulcair/videos/892535014167705/","149331805154700_894313597323180",315,33,1
"149331805154700","Tom Mulcair","Great to see so many out at today’s Southwestern Ontario Whistle-Stop Harper tour in London. #ChangeStartsHere","2015-10-04T19:59:30+0000","photo","https://www.facebook.com/TomMulcair/photos/a.187109341376946.48540.149331805154700/894243250663548/?type=3","149331805154700_894243767330163",1190,90,135
"149331805154700","Tom Mulcair","Great energy and over 500 people in Stratford for the 3rd of 6 stops on Tom’s Southwestern Ontario Whistle-Stop Harper tour. // Quelle énergie de la part des 500 partisans qui ont accueilli Tom à Stratford à son 3e des 6 arrêts du jour lors de la tournée ontarienne pour stopper Stephen Harper.","2015-10-04T17:27:38+0000","photo","https://www.facebook.com/TomMulcair/photos/a.187109341376946.48540.149331805154700/894197840668089/?type=3","149331805154700_894198384001368",1544,106,225
"149331805154700","Tom Mulcair","See more photos from the Whistle-Stop Harper tour in Southwestern Ontario on Tom's Instagram account:","2015-10-04T16:41:49+0000","link","https://instagram.com/p/8bCjxlCh0s/","149331805154700_894182700669603",690,55,110
"149331805154700","Tom Mulcair","Watch: Tom will stand up to Stephen Harper and protect family farms across Canada. #Ready4Change","2015-10-04T16:02:21+0000","video","https://www.facebook.com/TomMulcair/videos/894159384005268/","149331805154700_894159384005268",867,117,449
"149331805154700","Tom Mulcair","Regardez : Tom tient tête à Stephen Harper afin de protéger nos fermiers partout au pays. #Ensemble2015","2015-10-04T16:00:57+0000","video","https://www.facebook.com/TomMulcair/videos/894159147338625/","149331805154700_894159147338625",449,46,743
"149331805154700","Tom Mulcair","Regardez Tom parler de son plan pour l’environnement, les droits des femmes et le changement à Tout le monde en parle ce soir.","2015-10-04T15:48:18+0000","photo","https://www.facebook.com/TomMulcair/photos/a.187109341376946.48540.149331805154700/894154920672381/?type=3","149331805154700_894154920672381",182,30,126
"149331805154700","Tom Mulcair","Tom's Whistle-Stop Harper Tour tour continues. A great turnout in Waterloo with NDP candidate Diane Freeman. It is clear that it is time for change in Ottawa.","2015-10-04T15:37:44+0000","photo","https://www.facebook.com/TomMulcair/photos/a.187109341376946.48540.149331805154700/894151237339416/?type=3","149331805154700_894151710672702",744,51,105
"149331805154700","Tom Mulcair",NA,"2015-10-04T14:30:11+0000","photo","https://www.facebook.com/TomMulcair/photos/a.348310831923462.84295.149331805154700/894130454008161/?type=3","149331805154700_894130640674809",369,42,69
